formID,cluster,text
202957982990170,application fee,website prophetpreneur global university apply student prophetpreneur global university complete question opportunity excel michelle getting trained equipped encourage someone proven prophetic evidence bearing fruit prophetpreneur global university include demand course live seminars discount prophetpreneur™ service product time non refundable initiation fee cover administrative expense prophetpreneur global university month value content worth thousand dollar student automatically part mentoring group saving equipped empowered encouraged operate prophetic call gift four corner church four corner world coaching begin january prophetic ministry experience little experience little training experience training lot experience lot training train people operate prophetic ministry prophetic school prophetic company twitter handle twitter account type i facebook fan url fan enter url used post food photo instagram handle instagram account type i pinterest entrepreneur aspiring entrepreneur aspiring entrepreneur started business aspiring entrepreneur started business last day entrepreneur business le year entrepreneur business year entrepreneur business year entrepreneur business year thank interest becoming propetpreneur global university review application contact shortly explain want part prophetpreneur global university signing application agree abide rule requirement prophetpreneur global university selected participate agree monthly required option selected ever part prophetic company participated school prophet goal expectation accepted prophetic university application initiation fee application fee
203155467703151,application fee,hac online application application minute gender male female birth email cell break higher education year graduate high school previously applied holes anderson college church church information pastor church city state break ministry training helpful serve local church discipleship nursery procedure finance doctrinal theological etc tell salvation experience term condition application fee home secondary academic program select course study general study pastoral theology pastoral assistant youth pastor mission elementary education associate science elementary education associate science general education year practical training certificate break many child married ever served armed force ever convicted felony general background church church website long attended church break break high school education complete section apply traditional high school homeschool i school school year attended mailing different street traditional high school homeschool college bible institute attended previously applicable year attended parent teacher diploma issued curriculum take test state province pas applicable i online program applying advantage program hac online application fee
62425596697977,application fee,note applicant application data collected secure environment encrypted prior transmitted school non refundable application fee payable online credit collected end process wait week receive response wish apply rather online click download printable application online application personal information last legal first middle last four digit social security type none gender male female age marital status single married divorced separated birth place birth citizenship u ever known another provide alternate name known maiden name break contact information u home foreign home live outside u type exactly appear envelope including proper line break mailing different parcel delivery u home u cell u work foreign include country code break language english native language answer following four question native language citizen permanent resident country english official language country successfully completed least two year study educational institution language instruction english educational institution taken test english foreign language tell international english language testing system belts examination within last two year score academic program nicu conducted english english native language answered not question require take tell belts prior admission continue application process wait test result make arrangement take test test company send official score report school office shown application break employment information self employed employed student unemployed retired self employed provide business type work currently unemployed retired provide information last employment employer position type work city state country year employed criminal history ever convicted crime facing charge offense law currently subject outstanding arrest warrant jurisdiction answered eyes three question give brief description including date circumstance location likely send follow question request information break academic background high school information high school attended city country graduation college university information include prior law school section include educational background including college university attended u official hard copy college transcript clip score mailed nicu received within day enrollment accept electronically submitted official transcript college university earned bachelor degree enter information bachelor degree first list institution i abbreviation location date attended month year major field study awarded degree awarded degree type applied associate associate bachelor master doctorate awarded degree many credit unit earn semester unit quarter unit cumulative gpa attended college university click answer college university list institution i abbreviation location date attended month year major field study awarded degree awarded degree type applied associate associate bachelor master doctorate awarded degree many credit unit earn semester unit quarter unit cumulative gpa clip exam information earned least associate degree least college semestercredits applicable toward bachelor degree eligible basedon score clip exam click enter clip score clip subject score clip subject score clip subject score score score clip subject clip subject click edit text previous law school experience previously applied northwestern california university school law indicate approximate application ever enrolled northwestern california university school law click edit text indicate approximate last enrollment ever attended another law school since attended another law school answer following three question law school previously attended many year include half year successfully complete seeking admission start first year transferring prior credit starting transfer student transferring year plan enter break interest nicu friend relative ever enrolled nicu news magazine article advertisement northwestern california university school law offer four year juris doctor i program student awarded juris doctor degree upon successful completion four academic year study cumulative grade point average least indicate understanding checking box understand program information applying acceptance nwcu’s i program program information tuition fee plan send tuition fee received notification acceptance program annual tuition annual lexis nexus subscription time material fee administrative fee using plan cover access online jurist program online material recording legal term plan nicu offer scholarship program provide affordable plan student pay initial upon enrollment includes lexisnexis subscription time material fee administrative fee first twelve tuition payment student also eleven personal check amount postdated following month additional cost student purchase required text material shown required book list website student arrange proctor final exam proctor pay proctoring fee applicable upon graduation student order i degree suitable framing current cost international student contact lori lori nucular edu shipping fee state bar california fee student pay fee state bar california registration law student bar exam fee application attorney licensing etc check state bar website information fee becoming licensed attorney california important disclosure method instruction law school juris doctor i degree program principally technological mean including interactive class nicu policy understand residency requirement law study program upon successful completion non residence study requirement monies owed student awarded degree also understand california education code prohibits transmission information contained application document submitted supplement application others without consent hereby specifically agree northwestern california university school law information school agency choice verification illegal school policy discriminate applicant student political ground reason race religion sex sexual orientation handicap ethnic national origin ancestry marital status medical condition status veteran disabled veteran within limit imposed law age citizenry important notice northwestern california university reserve right revoke offer admission time participation program commenced later dismissal program occur admitted applicant fails meet condition condition enrollment applicant acknowledgment current read agree stated affirmation term condition agree break application state break break hear friend relative nicu website wow nucular edu google phonebook yellow page news magazine article advertisement college university list institution i abbreviation location date attended month year major field study awarded degree awarded degree type applied associate associate bachelor master doctorate awarded degree many credit unit earn semester unit quarter unit cumulative gpa attended college university click answer click edit text college university list institution i abbreviation location date attended month year major field study awarded degree awarded degree type applied associate associate bachelor master doctorate awarded degree many credit unit earn semester unit quarter unit cumulative gpa attended college university click answer click edit text application id last law school previously attended indicate academic standing time enrollment ended good standing academic probation academic dismissal administrative disqualification submitting application agree information included true best knowledge agree liability northwestern california university california corporation director officer employee affiliate agent partner respect loss arising negligence except liability cannot excluded matter law breach contract otherwise limited circumstance amount paid northwestern california university entity person circumstance liability indirect consequential loss damage agreed dispute claim matter arising governed law state california jurisdiction venue state action related application superior court state california county sacramento jurisdiction venue federal court case related u district court eastern district california submitting application hereby consent accept jurisdiction court purpose action proceeding agree waive objection venue laid therein understand submission application enrollment constitute actual enrollment northwestern california university juris doctor i degree program approved obligate enroll nicu online application
60352895881163,application fee,magnolia rental property management rental application apply birth home previous rental information current current owner manager current owner manager reason moving employment information present occupation employment employer manager manager current gross income month deduction property interested work driver license previous owner manager previous previous owner manager reason moving signature driver license state social security desired length occupancy pet describe pet water bed smoke cigarette long company previous occupation employment long company company manager manager amount alimony child support pay month pay alimony child support receive child support alimony amount alimony child support receive month ever filed bankruptcy ever evicted preferred method contact billing repair reminder snail email break break break income information break break communication preference payment current power water sewer gas company agree allow magnolia rental property management conduct scheduled home inspection every month required he notice via email supplied personal reference emergency contact break deposit person cover background credit check non refundable prospective tenant give landlord agent permission run credit check credit history background check discretion magnolia rental property management rental application fee break acknowledge considered application non refundable fee required vehicle make model year product relationship age every person live ex joe smith son rental application fee
203523684397059,application fee,student application application fee child nonrefundable child accepted count enrollment fee primary guardian email many child applying two three four student grade level pre i kindergarten grade grade grade grade grade grade student grade level leave blank apply pre i kindergarten grade grade grade grade grade grade student grade level leave blank apply pre i kindergarten grade grade grade grade grade grade student grade level leave blank apply pre i kindergarten grade grade grade grade grade grade extracurriculars interested enrolling child extracurriculars monday thursday week interested enrolling child school care monday thursday child quarter interested enrolling child school care monday thursday child quarter interested enrolling child optional friday day supervised licensed teacher aid child completion fridays work well participate extracurricular free time time allots primary primary guardian first last secondary guardian first last primary guardian secondary guardian secondary guardian email prefer make tuition payment school year year year monthly year weekly year type school currently enrolled public private homeschool tell little interest expectation hope child i school year student student student student guardian information student information child guardian signature product application fee application fee child
203502979827162,application fee,premier seafood festival treasure coast port it lucid seafood festival january saturday sunday mid florida event center port it lucid fly send approved vendor business business enter first last signature signature used secure booth space whether created hand electronic device delivered via facsimile email mean shall deemed original signature shall carry authorization hereto logo he time signed enter booth space fee process select paypal checkout paypal credit debit credit continuing select quantity booth space wish purchase drawdown list total shopping cart displayed next process selecting paypal checkout paypal credit debit credit button continuing sure processed via paypal checkout paypal credit debit credit submitting application pulse art craft orange section booth space i booth space tent table chair provided note artist crafter mass produce item sell item made entirely hand select commercial retail refund shall subject processing fee refund shall made within day event application fee non refundable pulse commercial retail orange section booth space i booth space tent table chair provided refund shall subject processing fee refund shall made within day event application fee non refundable pulse corporate orange section booth space i booth space tent table chair provided refund shall subject processing fee refund shall made within day event application fee non refundable pulse non profit orange section booth space i booth space tent table chair provided non profit documentation required approval refund shall subject processing fee refund shall made within day event application fee non refundable pulse corner upgrade selection upgrade booth space corner corner location limited require space reassignment request add corner cannot accommodated upgrade fee refunded pulse corporate promenade space purple section i booth space tent table chair provided refund shall subject processing fee refund shall made within day event application fee non refundable pulse promenade space purple section category excluding corporate i booth space tent table chair provided refund shall subject processing fee refund shall made within day event application fee non refundable pulse snack food vendor booth space item i booth space tent table chair provided refund shall subject processing fee refund shall made within day event application fee non refundable pulse food vendor booth space multi item i booth space tent table chair provided refund shall subject processing fee refund shall made within day event application fee non refundable
201884232702147,application fee,information main contact email nana showcase application fall regional conference act program perform speak member person stage city state travel minneapolis minnesota additional contract item person isolated event sound light room travel person event price event day price event event day mile additional contract item person event day sound light room travel person event price day price event event day mile additional contract item person event day sound light room travel signature memorandum understanding act program performing representing college agency adhere following always honest agent always communicate agent professional manner always treat agent respect use drug drink alcohol campus seek socialize fraternize student outside normal interaction necessary performance time arrive town performance time leave town arrive performance influence drug alcohol smelling drug alcohol understand represent college agency positive manner responsible action understand positively negatively affect relationship agency purchaser call text agent immediately issue arise travel regarding performance sure leave message reach anyone live allow agent communicate purchaser first regarding issue arrive performance venue arrival time noted online calendar performance detail bring opening act performance unless approved prior show agency purchaser request item already outlined contract detail ground transportation additional hotel meal etc understand question contract detail call agent first understand completely responsible booking coordinating travel arrangement including airfare rental car etc although college agency exhaust reasonable mean secure signed contract purchaser performance understand purchaser delinquent returning signed contract back college agency accept inherent risk book travel prior college agency receiving signed contract understand unless otherwise directed agency always wait book travel arrangement contract detail posted online calendar i abc university collegetown usa advance performance le day prior performance calling emailing purchaser contact confirm technical need lodging need travel detail arrival performance time etc advance contact agent immediately technical requirement change contact agent immediately contact information change understand move responsibility post office forward new return call text email agent within hour required reimburse cost incurred school agency performance canceled due negligence includes commission marketing cost sound rental agency commission etc understand exclusively represented agency student activity student life college university engagement agree perform service independent contractor college agency understand memo understanding create partnership relationship employer employee college agency understand booking commissioned gross pricing understand invoiced agency expense including limited showcase fee showcase application fee past due commission promotional material etc invoice question past due agency reserve right apply past due invoice using fund artist payment performance understand shall solely liable tax worker compensation unemployment insurance equipment insurance employer liability employer fica social security withholding tax tax withholding behalf person consulted employed performing service cost shall sole responsibility couid waiver liability indemnification agree personally responsible safety action fulfilling engagement secured college agency lac agree comply campus policy rule guideline signage instruction awareness appreciation risk involved behalf family spouse estate heir executor administrator assigns personal representative hereby forever release waive discharge covenant sue college agency lac board member others agent independent contractor aliases employee successor assigns collectively released parties liability claim demand action cause action whatsoever directly indirectly arising related loss damage injury including death sustained related couid whether caused negligence released party third party otherwise participating activity associated fulfillment engagement secured college agency lac agree indemnify defend hold harmless released party cost expense damage claim lawsuit judgment loss liability including attorney fee arising either directly indirectly related claim made released party due bodily injury death loss use monetary loss injury related fulfillment engagement secure college agency lac whether caused negligence released party otherwise specifically related couid signing acknowledge represent read foregoing waiver liability understand sign voluntarily free act deed including without limitation release liability indemnification requirement contained document suﬃciently informed risk involved fulfillment engagement secured college agency lac decide whether sign document oral representation statement inducement apart foregoing written agreement made least eighteen year age fully competent execute document adequate complete consideration fully intending bound agree wavier liability shall governed construed accordance minnesota law provision hereof found unenforceable remainder shall enforced fully possible unenforceable provision shall deemed modified limited extent required permit enforcement wavier liability whole people stage performance separate name person isolated event price price single event many college event played past two year include virtual performance prefer showcase category see category description spotlight showcase emcee showcase speaker showcase variety showcase do showcase make take showcase showcase category description spotlight showcase showcase fee selected slot available conference category feature established coming artist performing minute spotlight low encompasses act single price le approximately act chosen spotlight showcase isolated date spotlight low exclusive travel block price include travel emcee showcase showcase fee selected slot available conference act introduce act showcase entertain set change category includes act require minimum setup time perform thrust emcee total minute showcase act exclusive introduction time divided among multiple set final breakdown time act coordinated day showcase production coordinator sets necessary complete turnover act speaker showcase showcase fee selected slot available conference speaker act cover topic social awareness political issue health environmental concern art etc based recent survey school member interested topic diversity equity inclusion mental health wellness leadership lgbtqia category primarily non musical educational speaker act minute present act take question audience conduct question answer session within minute period projector screen provided act use act come prepared laptop connect projector via via hemi cable event laptop onsite variety showcase showcase fee selected slot available conference variety showcase minute set primary stage showcase intended traditional entertainment act need longer time showcase time magician hypnotist illusionist mind reader etc well interactive engaging program game show karaoke lip sync battle dance lesson etc variety showcase scheduled interspersed spotlight showcase well trending showcase time do showcase fee selected slot available conference showcase designated do open showcase bring energy crowd do showcase minute performance time make take showcase showcase fee selected slot available conference free category show kind interactive novelty variety act program showcase include activity kit making live artist caricature balloon artist wire writing spray painting shirt tarot reading etc make take artist allowed perform conference hour long interrupt staged showcase performance conference activity artist selected showcase perform designated area within event facility three act scheduled day nana provide allow equipment sound lighting category following guideline apply showcase category act category cannot use electrical outlet lighting staging portable music player anything else using battery electrical outlet produce amplified sound without receiving prior permission nana office make take it's permitted perform start first scheduled event end last scheduled event area determined nana office performance time location limited due site restriction facility policy make take it's perform meal function showcase educational program performance end later five minute beginning award program activity deemed direct conflict designated event contact activity seen heard educational session room musical act eligible showcase category make take act introduced beginning first showcase day set act category take minute maximum selected preferred category also consider spotlight showcase emcee showcase speaker showcase variety showcase do showcase make take showcase application deadline tuesday june select application make additional note message acceptance showcase term artist understands solely responsible showcase fee charged nana associated acceptance selected showcase artist understands commissioned agency travel inclusive gross pricing artist understands selected showcase engagement secured showcase artist could extend far year date conference artist also understands engagement secured could frequent seven day row performance day although agency secure engagement artist artist understands absolutely guarantee securing engagement artist understands artists obligation update online calendar booking limitation previously booked engagement inform agency conflicting engagement etc le week prior start conference artist understands exclusively represented agency period week conference region territory selected showcase exclusivity shall applicable college university engagement artist understands change personnel within artist alter concept talent presented artist showcase selection committee showcase presented artist road permitted discretion showcase selection coordinator change personnel single artist act allowed artist understands upon completing showcase application artist required perform showcase selected artist understands artist cancel showcase performance reason act regulation public authority bureau civil tumult strike epidemic airline bus schedule cancellation war condition emergency act god artist reimburse agency cost required agency attend conference including limited booth fee delegate fee transportation cost hotel cost preferred pronoun nana atlanta showcase application atlanta georgia september oct nana fort wayne showcase application fort wayne indiana october nana hartford showcase application hartford connecticut october nana spokane showcase application spokane washington november nana live showcase application kansas city missouri february national convention nana it paul showcase application it paul minnesota march apr fall promotional packet order nana showcase required included printed promotional packet nana conference
200506480093145,application fee,applicant birth current attach file pay stub offer letter tax record social security pension etc applicant signature signature today management co agent landlord requesting report landlord account landlord release information authorization signing authorization undersigned state lease application information warranted true hereby authorizes firm application made welcome home credit service whos investigate reference herein used statement data obtained firm person pertaining employment background source income credit history residential history financial responsibility possible criminal history undersigned specifically authorizes whos obtain credit report undersigned agrees application shall remain property whos firm application made undersigned recognizes whos investigation procedure consider information obtained investigation confidential disclosure pertinent fact made landlord firm understand discrepancy lack information result rejection application understand application rental housing constitute rental lease agreement whole part understand non refundable fee cover cost processing application entitled refund even declined housing notice applicant investigative consumer report including information credit financial responsibility character general reputation personal characteristic mode living whichever applicable presented firm application made request copy credit report calling equinox log wow equinox fora follow prompt security freeze credit file additional fee pull report misrepresentation application information cause immediate denial property applying monthly proposed rent rent subsidized social security applying co applicant spouse partner require separate application fee co applicant co applicant legal spouse note many current landlord require notice vacate release rental information suggest contact landlord see need give notice current rent amount monthly mortgage current landlord mortgage holder current landlord mortgage holder landlord mortgage holder email date residency current previous within past year previous rent amount monthly mortgage previous landlord mortgage holder previous landlord mortgage holder email date residency previous previous landlord mortgage holder prior residence within past year required landlord date residency transferring current employer provide local employer contact required provide valid verification income recent pay stub self employed require copy recent income tax return copy current i i statement balance sheet source income employment retirement pension ssi child support etc documentation required acquired new employment require employment offer letter whos contact third party employment verification service charge fee attach file pay stub offer letter tax record social security pension etc attach file pay stub offer letter tax record social security pension etc attach file pay stub offer letter tax record social security pension etc current local employer current employer current employer occupation position type employment time part time supervisor monthly gross hourly wage date employment current employment job job employer current employer current occupation position supervisor monthly gross hourly wage date employment source income social security pension child support etc list source monthly amount source income responsible child support alimony maintenance payment responsible child support alimony maintenance payment indicate amount month amount payroll deducted character reference nearest relative spouse required list relation character reference nearest relative spouse required list relation following occupant others occupy said dwelling birth date requested order determine potentiality contractual liability head household birth spouse co applicant partner birth child name birth date occupancy begin pet many pet list type breed weight registered sex offender ever convicted felony ever evicted evicted indicate section anyone unit smoke garnishment list type garnishment monthly amount open chapter bankruptcy list monthly chapter bankruptcy plan amount applicant email applicant typed allow hour process application contact landlord result select service required management co landlord agent rental application welcome home credit service division credit information corporation current employer break current landlord friend relative living previous landlord friend relative living application fee nationwide criminal report application fee
203026830542042,application fee,coma waitlist application email spouse partner applicable birth veterinarian contact information practice website activity considering whippet select apply pet companion racing rally obedience watchdog hunting therapy dog conformation show dog lure coursing sprinter fly ball prefer select apply male female puppy adult senior preference long looking whippet tell family whippet right pet coma committed protecting respecting privacy we'll use personal information administer account provide product service requested time time contact product service well content interest consent contacting purpose tick say contact agree receive communication coma agree allow coma store process personal data personal data shared check reference mandatory agree waiting list term condition submitting understand agree way qualifies whippet coma coma reserve right decide based application whether home qualified whippet additional questionnaires required filled processing fee hit required placed litter notification waiting list non refundable solely placed waiting list product coma waitlist application fee fee placed waiting list non refundable fee guarantee purchase coma whippet
71004038722344,application fee,volunteer crew application home telephone mailing background work experience include position employment date duty personal detail cell birth preferred gender female male non specified language rate native fluent intermediate basic current occupation since month year contact detail preferred date availability length commitment month le month month three month education school attended include date degree field study volunteering experience skill welding steel pipe aluminum professional sailing commercial merchant yachting include qualification certificate experience recreational sailing include type sailboat motor boat experience nautical mile day sea welding skill experience carpentry qualification experience plumbing qualification experience carpentry skill choose level experience basic experience work around house significant experience professional year experience plumbing skill choose level experience basic experience work around house significant experience professional year experience electrical skill choose level experience basic experience work around house significant experience professional year experience electrical qualification experience bridge electronics click apply experience soldering repair circuit design etc experience installing radio antenna marine electronics experience mea bridge electronics qualification skill experience engine mechanic qualification skill experience engine mechanic choose level experience basic experience work car truck significant experience professional year experience cooking qualification skill experience scuba diving qualification skill experience include dive small boat experience ribs zodiac etc comfortable launching recovering small boat moving vessel medium photography videographer experience qualification skill experience include website portfolio url graphic design qualification skill experience include website portfolio url computer skill check apply computer networking experience system administration experience linux unix bad similar o software development experience web application embedded etc medium equipment experience experience shooting filming extreme weather condition experience shooting filming underwater experience editing producing video equipped camera lens editing equipment software crane operation include qualification skill experience computer networking qualification skill experience include qualification skill experience medical first aid qualification skill experience skill know additional information learn sea shepherd want join sea shepherd campaign list medical health condition prescription drug taking explain conviction mean cannot volunteer many veteran crew member arrested convicted civil disobedience ever convicted crime ever involved lawsuit willing perform chore fill role good cheer responsible initiative positive attitude understand amount time required dedication necessary crew member willing set aside personal agenda order focus vital role member sea shepherd crew understand applying volunteer therefore expect wage payment compensation service time spent sea shepherd agree fully responsible medical expense damage arising injured become ill volunteering sea shepherd understand photograph medium taken sea shepherd volunteer belong sea shepherd understand volunteer representing sea shepherd conduct mature responsible manner time understand member crew could dismissed excessive drinking reporting late missing work shift disobey ships captain officer crew member expectation check box acknowledge agree statement certify given true accurate information application signing submitting application understood agreed expectation event confirmation needed connection application authorize sea shepherd global contact educational employment personalreferences provided well registration license board others furnish information concerning statement made application understand false information ground rejection application ground immediate dismissal sea shepherd global volunteer waiver liability assume risk associated volunteering sea shepherd global whether land sea port ashore enroute location vessel capacity might serve agree volunteering sea shepherd entirely upon initiative risk responsibility acknowledge volunteer everything sea shepherd done volunteer expect wage compensation anything sea shepherd agree heir executor administrator release hold harmless forever discharge sea shepherd board member supporter vessel officer personnel claim demand action cause action law admiralty equity account death account injury property occur cause whether land sea port ashore enroute romany location vessel take responsibility negligence agree fully responsible medical expense damage arising injured become ill volunteering whether sea shepherd vessel acknowledge understand completely activity sea shepherd whether sea port ashore enroute location vessel inherently dangerous cannot made safe even exercise greatest degree care acknowledge people ship volunteer professional mariner expected make mistake result injury iwill take responsibility injury read completely understand history sea shepherd including confronted armed government force sea shepherd protection marine specie fully briefed written material dangerous sea shepherd campaign viewed activity sea shepherd video acknowledge glamorization sea shepherd activity took careful note actual danger exhibited screen ready put personal danger also understand aboard vessel possibly carry insurance policy kind understand onboard ship briefed safety operating procedure sea preparation time question uncomfortable concern officer ship agree follow order captain officer port manager read understand release applicant signature applicant signature thank inquiring crewing sea shepherd global people age diverse walks life i around world apply spend several month sometimes year volunteering aboard vessel chance participate direct action campaign successful marine wildlife protection organization world application reapplying part crew requires time non refundable application fee sea shepherd global available filling application fee waived active existing onshore sea shepherd volunteer active volunteer within worldwide sea shepherd onshore team coordinator confirm crewing department application fee waived fee also waived upon discretion crewing coordinator highly skilled applicant ticketed navigator engineer believe fall within category contact application process note volunteer vessel required speak understand english application completed english volunteer crewmember application qualifications eligible meet following requirement minimum year old serve sea shepherd vessel comply sea shepherd zero tolerance drug policy smoking rule competent swimmer financially responsible travel ship personal item agree filmed photographed campaign passport valid least upcoming month go check box crew selection processbelow outline crew vessel whenever preparing campaign whenever crewmember position open time available first look date available area application usually filling position specificperiod time also consider anyone written open time date availablefield minimum commitment least month maximum month longer dedicatethe better chance accepted course evaluate thing going pointalong way make change position available six primary area onboard ship bridge deck engine room galley communication medium previous experience working board ship required first time deckhand engineer quartermaster galley worker trained veteran crewmembers choose crew based ever changing need ship throughout year sometimes needexperienced crew help get ship port port campaign often needvolunteers work ship port ship often request crew little notice day week best apply yourapplication put database could selected based skill availability willkeep application file forever need reapply skill availability changeplease keep updated desirable crewmember attributesworking ship requires lot passion teamwork sought crewmember wouldhave positive attitude good work ethic flexible change new situation improve add skill knowledge base better candidate thefollowing suggestion first aid andlor online course class red cross equivalent organizationliterature first aid car aed essential ed alton i thygerson knot tying literature handbook knot de parson dorlingkindersley publisher led seamanship literature chapman piloting seamanship ed delbert maloneyable seamencertification class usc approved able seaman class internationalequivalent uponcompletion course knowledgeable thefollowing area basic marine navigation deck procedure safety survival sea knot tying get involved get foot door starting volunteer wherever strongly encourage applicant reach local chapter see onshore team cause help ground local campaign find chapter near click cost applicant accepted crew pay travel assigned vessel vesselsmay return port left ask crew member ensure haveadequate saving easily travel home role finished case emergency medical team board campaign crew member responsible othermedical service required wish invest insurance protects workingfor traveling within role unable provide recommendation advice relation insurance require special medication need ensure bring medicationwith ship medical supply limited accommodate crew member withongoing medication need applicant accepted crew also responsible visa application cost allapplicants maintain valid passport ship dock around world wayto predict applicant end selected crew cannot provide advice relation visa cost requirement process suggest applicant worry aboutobtaining visa selected crew know country docked accepted join vessel provided bunk three vegan meal day suffer allergy detail next cost arise wish purchase personal item clothing tool food travel entertainment food allergy list detail break citizenship break agree selecting box experience following sailing welding carpentry plumbing electrical bridge electronics engine mechanic small boat scuba diving crane operation medical first aid cooking photography videographer cinematography graphic design computer drone managerial volunteer crew application volunteer crew application profile photo drone qualification skill certification include qualification skill experience shore volunteer sea shepherd coordinator director entity email coordinator director entity country shore volunteer australia austria belgium chile czech republic france galapagos germany hungary italy luxembourg mexico netherlands new zealand scandinavian south africa south east asia spain switzerland uk country confirm email match fill field proceed next fill field proceed preferred start preferred end notice applicant sea shepherd always grateful healthy influx application mean confident vessel always crewed campaign however receive high volume application limited position available unable provide space applicant board likely reach open position year two applied due high volume application receiving communication applicant limited confirming application received touching base applicant identified place board outside heard team mean nothing currently available matching skill availability eager get involved maritime vegan cooking medical qualification still many important valuable position within onshore chapter worldwide find chapter near visit skype username link portfolio custom social medium account place show previous work first middle last vaccination notice due couid pandemic currently accept crew fully vaccinated vaccinated feel free apply willing get vaccine able join crew medical advisory board deems safe understand accept due large applicant depending skill experience year contacted open position available ship understand especially case untrained inexperienced crew managerial qualification skill certification include qualification skill experience qualified fully licensed nurse paramedic medical doctor least two year post graduate clinical experience experience managing serious illness major trauma experience managing minor illness injury strong clinical examination skill confidence commitment providing basic psychological support confidence identifying sign mental illness performing mental health assessment undertaken bus aed training within last year attach current ca includes relevant education training relevant work history list year completion following done bus al ails list relevant course done eg wilderness medicine mental health first aid describe skill experience managing major life threatening injury trauma describe skill experience managing seriously unwell patient medical surgical describe skill experience managing minor illness injury eg cold flu describe skill experience managing patient mental health issue describe detail experience expedition pre hospital medicine experience airway management procedure device feel confident using describe experience joint fracture manipulation management able suture otherwise close wound place iv catheter place male female urinary catheter administer iv medication describe medical teaching first aid training delivered list people supervised worked along side senior level professional environment comment suitability role provide job title email flown drone moving ship including launch landing provide link portfolio previous drone work application fee payable via paypal
